OrderID,Platform,City,Restaurant,Cuisine,OrderValue,DeliveryTime,CustomerRating,OrderHour,OrderDay
5644,Zomato,Kolkata,Rodriguez PLC,Chinese,555.37,59,5,22,Weekend
5645,Zomato,Mumbai,Bowen Ltd,South Indian,201.91,83,3,13,Weekend
5646,Zomato,Mumbai,Brown Ltd,Italian,318.84,87,3,14,Weekend
5647,Zomato,Hyderabad,Vang-Sanchez,Italian,535.04,45,4,11,Weekday
5648,Swiggy,Delhi,Small-Williams,Fast Food,346.75,73,4,15,Weekday
5649,Swiggy,Pune,Jones Inc,Biryani,606.51,81,4,14,Weekend
5650,Swiggy,Delhi,Vega-Brown,Mughlai,268.66,20,4,9,Weekday
5651,Zomato,Pune,"Medina, Wise and Aguirre",North Indian,387.72,59,4,16,Weekday
5652,Zomato,Bangalore,Fisher and Sons,Fast Food,427.89,19,3,18,Weekday
5653,Swiggy,Bangalore,Daugherty-Holland,Chinese,933.0,52,4,22,Weekend
5654,Swiggy,Delhi,Robertson LLC,South Indian,649.06,46,5,23,Weekday
5655,Zomato,Bangalore,Watson-Brown,South Indian,281.96,39,5,14,Weekend
5656,Zomato,Kolkata,Smith-Johnson,Fast Food,703.49,17,4,21,Weekday
5657,Swiggy,Chennai,"Curtis, Turner and Taylor",Mughlai,208.03,66,5,17,Weekend
5658,Zomato,Kolkata,"Mata, Wright and Williams",Mughlai,392.69,75,4,22,Weekday
5659,Zomato,Delhi,Lutz-Fleming,Italian,866.75,69,3,18,Weekend
5660,Zomato,Delhi,Floyd-Yang,Fast Food,677.1,80,4,22,Weekend
5661,Zomato,Hyderabad,"Austin, Reynolds and Jenkins",North Indian,612.3,87,5,17,Weekend
5662,Zomato,Mumbai,Mccormick-Baker,Biryani,891.5,22,4,13,Weekend
5663,Zomato,Chennai,Wilkins LLC,North Indian,499.32,32,4,11,Weekday
5664,Swiggy,Mumbai,Henderson-Diaz,Italian,650.94,38,4,11,Weekend
5665,Zomato,Delhi,Morgan-Stafford,Italian,565.11,59,3,12,Weekday
5666,Zomato,Pune,"Hayes, Benton and Tate",Chinese,703.64,59,4,10,Weekday
5667,Zomato,Hyderabad,Lee PLC,Chinese,282.97,85,5,20,Weekend
5668,Swiggy,Bangalore,"Johnson, Anderson and Vincent",Biryani,673.76,85,2,23,Weekend
5669,Swiggy,Pune,Scott-Sullivan,Mughlai,550.73,15,4,20,Weekend
5670,Swiggy,Chennai,Logan-Dickerson,Fast Food,825.77,61,3,15,Weekend
5671,Zomato,Delhi,Townsend LLC,Italian,569.42,62,1,16,Weekday
5672,Zomato,Mumbai,"Roberts, Rodriguez and Chen",Biryani,270.89,20,4,15,Weekend
5673,Swiggy,Mumbai,"Franklin, Perez and Brown",Biryani,215.64,28,3,17,Weekday
5674,Zomato,Kolkata,"Frederick, Coleman and Foley",North Indian,845.15,38,4,17,Weekend
5675,Swiggy,Hyderabad,Thompson LLC,Fast Food,889.68,86,4,10,Weekend
5676,Swiggy,Bangalore,Richmond Group,North Indian,300.43,28,4,9,Weekend
5677,Swiggy,Pune,Brandt-Mendoza,North Indian,845.99,82,3,12,Weekday
5678,Zomato,Pune,"Wells, Morales and Gallagher",Chinese,715.12,79,3,22,Weekend
5679,Swiggy,Hyderabad,"Jones, Johnson and Miller",Italian,245.69,83,3,14,Weekend
5680,Swiggy,Hyderabad,Fletcher-Garcia,Italian,532.67,59,4,16,Weekday
5681,Zomato,Bangalore,Bartlett-Christian,North Indian,829.8,55,5,21,Weekend
5682,Zomato,Chennai,Ferguson-Holmes,South Indian,418.41,16,3,11,Weekend
5683,Swiggy,Mumbai,Holder-Smith,Mughlai,586.52,55,5,17,Weekend
5684,Swiggy,Delhi,"Smith, Wells and Black",Chinese,535.99,52,4,21,Weekend
5685,Swiggy,Mumbai,Olson-Simpson,Fast Food,119.15,51,5,9,Weekend
5686,Swiggy,Bangalore,"Anderson, Baxter and Thompson",North Indian,810.29,53,4,10,Weekend
5687,Zomato,Mumbai,"Khan, Howard and Galvan",Fast Food,704.01,69,4,22,Weekday
5688,Swiggy,Bangalore,Galvan LLC,Mughlai,430.05,63,5,10,Weekday
5689,Zomato,Mumbai,Taylor-Higgins,Mughlai,347.94,60,1,9,Weekend
5690,Zomato,Pune,Farrell-Little,Chinese,130.53,85,4,11,Weekend
5691,Swiggy,Hyderabad,Jones-Cross,Biryani,902.65,19,5,15,Weekend
5692,Zomato,Pune,Brown PLC,South Indian,398.83,59,4,22,Weekday
5693,Swiggy,Kolkata,Perez-Wolf,Mughlai,454.37,86,3,13,Weekend
5694,Swiggy,Kolkata,Peterson-Jordan,South Indian,373.96,56,4,23,Weekday
5695,Zomato,Mumbai,"Chapman, Cruz and Goodwin",Fast Food,756.59,45,3,21,Weekend
5696,Swiggy,Bangalore,Murray LLC,Chinese,682.21,67,4,12,Weekday
5697,Swiggy,Chennai,"Jackson, Lucero and Gould",North Indian,333.86,42,4,20,Weekday
5698,Zomato,Chennai,Collins Inc,Biryani,911.98,85,5,17,Weekend
5699,Zomato,Chennai,"Grant, Potter and Gordon",South Indian,857.95,28,3,19,Weekend
5700,Swiggy,Chennai,Cox-Goodwin,Italian,145.84,89,4,16,Weekday
5701,Swiggy,Hyderabad,Williams-Lowe,Biryani,112.52,90,4,10,Weekend
5702,Zomato,Pune,Scott-Delgado,Fast Food,192.38,17,3,19,Weekend
5703,Zomato,Pune,Pearson-Morgan,North Indian,711.43,85,2,9,Weekday
5704,Zomato,Bangalore,Kane Inc,Chinese,335.0,67,3,11,Weekend
5705,Zomato,Delhi,Taylor and Sons,North Indian,239.31,59,3,10,Weekday
5706,Zomato,Hyderabad,Michael Group,Fast Food,550.52,65,3,22,Weekday
5707,Zomato,Hyderabad,Carrillo-Mendez,Biryani,771.05,89,5,16,Weekend
5708,Zomato,Mumbai,"Simon, Henry and Bentley",Fast Food,153.93,87,4,18,Weekend
5709,Swiggy,Hyderabad,"Ochoa, Miller and Gonzales",South Indian,686.83,26,4,21,Weekend
5710,Swiggy,Hyderabad,Duran-Sanchez,North Indian,904.43,37,3,22,Weekday
5711,Zomato,Kolkata,Newman-Gregory,Biryani,327.23,26,5,14,Weekday
5712,Zomato,Bangalore,Burns Inc,Biryani,194.31,38,4,13,Weekend
5713,Swiggy,Pune,Dillon PLC,Biryani,472.68,51,4,14,Weekend
5714,Swiggy,Chennai,"Gray, Jackson and Jones",Mughlai,855.35,29,5,23,Weekend
5715,Swiggy,Bangalore,Gomez-Smith,Fast Food,555.38,69,2,18,Weekday
5716,Swiggy,Hyderabad,"Brown, Bradford and Lawson",South Indian,634.81,56,4,13,Weekday
5717,Zomato,Chennai,Rivers-Serrano,Italian,102.19,77,3,19,Weekday
5718,Zomato,Hyderabad,Murphy-Reid,Chinese,860.37,49,1,11,Weekend
5719,Swiggy,Delhi,Hughes and Sons,Chinese,272.15,34,3,14,Weekend
5720,Swiggy,Pune,Ball-Shaw,South Indian,229.04,70,4,22,Weekday
5721,Swiggy,Pune,Adams and Sons,Chinese,944.97,61,3,22,Weekday
5722,Zomato,Bangalore,Abbott-Ibarra,South Indian,883.66,61,4,22,Weekend
5723,Zomato,Mumbai,Johnson Ltd,Chinese,461.77,84,4,9,Weekend
5724,Swiggy,Chennai,"Yang, Robertson and Espinoza",North Indian,494.74,75,2,15,Weekday
5725,Swiggy,Bangalore,Alexander-Wagner,North Indian,723.04,38,4,12,Weekend
5726,Swiggy,Chennai,"Stein, Kirby and Reed",Biryani,323.41,67,4,16,Weekday
5727,Swiggy,Delhi,Ramirez LLC,Italian,212.84,72,5,15,Weekend
5728,Zomato,Hyderabad,"Moses, Green and Simmons",Fast Food,402.17,79,4,22,Weekday
5729,Zomato,Kolkata,"Clark, Nichols and Ward",Italian,583.69,72,4,16,Weekend
5730,Swiggy,Pune,Alvarez PLC,Chinese,341.64,39,4,12,Weekend
5731,Zomato,Bangalore,Cole PLC,Mughlai,896.34,35,5,22,Weekend
5732,Zomato,Pune,Smith Ltd,Chinese,738.39,15,5,14,Weekday
5733,Zomato,Chennai,"Campos, Mcbride and Caldwell",Italian,907.81,79,3,11,Weekday
5734,Swiggy,Mumbai,Schneider Inc,Italian,211.1,41,5,16,Weekend
5735,Swiggy,Bangalore,Herrera PLC,South Indian,372.17,41,4,17,Weekday
5736,Swiggy,Delhi,"Guerrero, Sawyer and Moss",North Indian,688.77,27,4,10,Weekend
5737,Zomato,Bangalore,"Bradley, Coleman and Willis",Fast Food,836.02,35,3,11,Weekday
5738,Swiggy,Kolkata,"Frank, Dyer and Duran",Fast Food,299.87,82,5,20,Weekend
5739,Swiggy,Mumbai,"Brown, Kaiser and Edwards",North Indian,418.25,45,4,17,Weekday
5740,Zomato,Hyderabad,"Warner, Monroe and Garcia",South Indian,334.08,26,5,18,Weekday
5741,Swiggy,Chennai,Becker-King,Italian,797.41,16,4,22,Weekday
5742,Swiggy,Chennai,Johnson Inc,Italian,417.89,52,3,11,Weekend
5743,Swiggy,Kolkata,"Downs, Fernandez and Stuart",South Indian,379.85,78,4,18,Weekday
5744,Swiggy,Bangalore,"King, Adams and Conway",North Indian,674.5,85,5,11,Weekend
5745,Swiggy,Kolkata,"Wong, Vargas and Martin",Biryani,320.24,20,5,11,Weekday
5746,Swiggy,Pune,Allen Inc,Chinese,129.85,56,5,22,Weekend
5747,Swiggy,Hyderabad,Daugherty Ltd,South Indian,738.19,82,2,18,Weekend
5748,Zomato,Delhi,"Dunn, Johnson and Mora",Biryani,960.41,82,3,23,Weekend
5749,Swiggy,Pune,Acevedo PLC,South Indian,476.87,26,4,17,Weekday
5750,Swiggy,Bangalore,Lucero PLC,North Indian,498.27,43,4,12,Weekday
5751,Zomato,Mumbai,"Glass, Joseph and Hawkins",Chinese,778.99,89,1,18,Weekday
5752,Swiggy,Mumbai,Jackson Inc,North Indian,407.16,65,3,21,Weekday
5753,Zomato,Mumbai,Velasquez Inc,Mughlai,259.54,51,4,17,Weekend
5754,Zomato,Pune,Hall Inc,Fast Food,744.64,82,4,10,Weekday
5755,Swiggy,Hyderabad,Brown PLC,South Indian,579.65,57,5,11,Weekday
5756,Swiggy,Delhi,Murray-Gray,Fast Food,508.16,37,5,14,Weekend
5757,Swiggy,Mumbai,Kent PLC,Chinese,633.39,46,4,22,Weekend
5758,Zomato,Kolkata,"Carlson, Parrish and Gillespie",Chinese,362.48,25,4,15,Weekend
5759,Zomato,Pune,"Castillo, Hughes and Smith",Chinese,509.07,21,2,22,Weekday
5760,Zomato,Kolkata,Meyers and Sons,Italian,295.02,67,5,22,Weekday
5761,Zomato,Kolkata,Reyes-Davis,Chinese,423.53,61,4,13,Weekend
5762,Swiggy,Pune,Lowery and Sons,Italian,424.78,16,5,16,Weekend
5763,Swiggy,Pune,"Roberts, Flores and Sanchez",Fast Food,148.79,39,2,21,Weekday
5764,Swiggy,Chennai,Lawrence Inc,North Indian,814.24,61,5,20,Weekday
5765,Zomato,Delhi,Hill-Logan,South Indian,312.83,62,4,18,Weekend
5766,Zomato,Mumbai,"May, Lee and Parker",North Indian,143.88,54,4,10,Weekday
5767,Swiggy,Bangalore,"Stewart, Rhodes and Davis",South Indian,106.42,70,3,11,Weekend
5768,Swiggy,Chennai,Gonzalez Inc,Fast Food,286.36,64,4,11,Weekend
5769,Zomato,Kolkata,Conley-Powell,South Indian,307.99,63,2,9,Weekday
5770,Swiggy,Mumbai,Smith LLC,North Indian,157.43,25,4,10,Weekend
5771,Zomato,Hyderabad,Cisneros-Chapman,Mughlai,325.04,57,4,18,Weekend
5772,Swiggy,Pune,Flowers-Rivera,North Indian,638.22,16,1,22,Weekend
5773,Zomato,Kolkata,"Williams, Reynolds and Prince",Italian,818.13,44,4,11,Weekend
5774,Swiggy,Bangalore,Henderson-Davis,Fast Food,432.17,75,4,12,Weekend
5775,Swiggy,Bangalore,Stein Group,North Indian,315.83,18,3,11,Weekend
5776,Zomato,Mumbai,Evans-Miller,North Indian,457.17,56,4,9,Weekday
5777,Zomato,Pune,Padilla and Sons,South Indian,970.18,61,5,16,Weekend
5778,Zomato,Mumbai,Smith-Griffin,Mughlai,370.91,20,3,10,Weekend
5779,Zomato,Delhi,Garcia-Mendez,South Indian,215.65,78,5,18,Weekend
5780,Zomato,Delhi,"Adams, Montgomery and Williams",Italian,986.53,55,4,23,Weekday
5781,Zomato,Kolkata,"Smith, Mejia and Wolf",Mughlai,598.45,46,2,10,Weekend
5782,Swiggy,Mumbai,Barnes-Harris,North Indian,332.25,48,2,13,Weekend
5783,Zomato,Bangalore,"Taylor, Ferguson and Bradley",Italian,495.64,24,5,23,Weekday
5784,Zomato,Mumbai,"Sullivan, Price and Stevens",Mughlai,522.97,48,2,23,Weekday
5785,Zomato,Hyderabad,Rice PLC,Fast Food,389.06,55,4,17,Weekend
5786,Zomato,Chennai,Grant-Meyer,Biryani,104.42,47,1,10,Weekday
5787,Zomato,Hyderabad,"Knight, Kennedy and Cooley",North Indian,515.36,64,2,19,Weekday
5788,Swiggy,Mumbai,"Davidson, Harrington and Jones",Mughlai,213.15,42,4,22,Weekday
5789,Swiggy,Hyderabad,Watson PLC,South Indian,126.65,46,5,16,Weekend
5790,Zomato,Kolkata,White-Chavez,Italian,333.58,18,2,10,Weekend
5791,Zomato,Kolkata,Hudson Group,South Indian,803.03,22,4,22,Weekend
5792,Swiggy,Kolkata,Steele and Sons,Chinese,167.61,68,5,12,Weekend
5793,Swiggy,Bangalore,Johnson Inc,Mughlai,736.63,23,5,13,Weekend
5794,Zomato,Bangalore,Reynolds Ltd,Mughlai,456.18,70,2,23,Weekday
5795,Swiggy,Delhi,Gibson-Richmond,Biryani,156.2,69,5,23,Weekend
5796,Swiggy,Chennai,"Ray, Guerra and Lopez",North Indian,816.94,69,5,13,Weekend
5797,Swiggy,Delhi,Turner Inc,Fast Food,826.02,59,2,20,Weekend
5798,Swiggy,Delhi,"Bond, Juarez and Baird",Chinese,927.41,69,3,11,Weekday
5799,Zomato,Bangalore,"Richardson, Taylor and Jones",Italian,331.41,39,4,12,Weekday
5800,Zomato,Kolkata,Ward-Dixon,Biryani,343.3,55,1,9,Weekend
5801,Zomato,Mumbai,Murray Group,North Indian,721.93,42,4,23,Weekday
5802,Swiggy,Chennai,Mccarthy-Lambert,Mughlai,361.54,69,4,21,Weekday
5803,Swiggy,Kolkata,Freeman Group,Mughlai,110.69,78,4,22,Weekday
5804,Zomato,Pune,"Lopez, Jones and Weaver",Italian,618.94,56,4,15,Weekday
5805,Swiggy,Pune,"Arnold, Ramirez and Franklin",Biryani,789.37,44,5,13,Weekday
5806,Zomato,Chennai,"Powell, Taylor and Adams",Biryani,970.22,51,4,22,Weekend
5807,Swiggy,Delhi,Thomas Group,Chinese,731.92,62,5,22,Weekend
5808,Swiggy,Hyderabad,Hunt-Jones,Biryani,642.68,19,2,15,Weekend
5809,Swiggy,Kolkata,Shepherd LLC,Chinese,853.01,24,4,22,Weekend
5810,Zomato,Mumbai,"Simon, Adams and Anderson",Chinese,985.14,87,3,9,Weekday
5811,Swiggy,Pune,"Reed, Carter and Tucker",Chinese,659.24,86,4,16,Weekend
5812,Swiggy,Chennai,Flores PLC,Fast Food,422.62,87,1,20,Weekend
5813,Swiggy,Pune,Smith PLC,Chinese,534.78,88,3,10,Weekend
5814,Zomato,Chennai,Martinez LLC,South Indian,451.51,79,1,12,Weekday
5815,Zomato,Mumbai,Rivas-Page,Italian,945.92,27,2,14,Weekend
5816,Swiggy,Kolkata,Hurley Inc,Mughlai,748.95,63,3,16,Weekday
5817,Swiggy,Hyderabad,Chen and Sons,Fast Food,819.15,26,4,11,Weekday
5818,Zomato,Pune,"Roach, Ortiz and Sampson",Chinese,642.41,85,2,22,Weekday
5819,Swiggy,Delhi,Jackson-Wilcox,North Indian,266.84,64,4,11,Weekend
5820,Swiggy,Kolkata,Abbott-Harrison,Mughlai,737.6,42,4,14,Weekend
5821,Swiggy,Hyderabad,Gordon PLC,South Indian,720.16,29,5,13,Weekday
5822,Swiggy,Bangalore,"Murphy, Griffith and Cobb",Biryani,257.02,78,3,12,Weekend
5823,Zomato,Delhi,Brown Group,Mughlai,541.07,47,3,21,Weekday
5824,Zomato,Chennai,"Pearson, Gaines and Black",South Indian,110.68,47,3,16,Weekday
5825,Zomato,Bangalore,Barker Ltd,North Indian,432.65,80,4,18,Weekend
5826,Swiggy,Bangalore,Allen-Taylor,North Indian,979.78,57,5,11,Weekend
5827,Swiggy,Kolkata,Jones-David,Mughlai,826.06,15,5,18,Weekend
5828,Zomato,Chennai,"Glass, Norton and Brooks",Biryani,765.27,85,4,18,Weekday
5829,Zomato,Bangalore,Jones-Hartman,Mughlai,805.33,77,3,18,Weekend
5830,Zomato,Delhi,"May, Mullins and Brown",South Indian,568.51,27,4,19,Weekday
5831,Swiggy,Pune,Andrews Inc,South Indian,176.56,56,2,19,Weekday
5832,Swiggy,Chennai,"Thompson, Marshall and Aguirre",South Indian,145.65,18,4,12,Weekend
5833,Swiggy,Delhi,"Miller, Lopez and Miller",Biryani,334.12,88,3,17,Weekend
5834,Swiggy,Delhi,Manning and Sons,South Indian,225.49,31,3,22,Weekday
5835,Swiggy,Pune,Brown-Hudson,Italian,806.82,82,4,23,Weekend
5836,Swiggy,Kolkata,Williams Group,Biryani,787.72,88,3,18,Weekday
5837,Swiggy,Hyderabad,Pacheco PLC,North Indian,985.58,60,4,16,Weekday
5838,Zomato,Pune,Becker-Smith,South Indian,211.5,29,4,20,Weekday
5839,Swiggy,Hyderabad,Scott-Haynes,Mughlai,148.68,15,4,21,Weekday
5840,Zomato,Mumbai,"Miller, Gordon and Glover",Chinese,196.04,44,2,16,Weekend
5841,Zomato,Chennai,"Dawson, Lyons and Perez",Fast Food,590.02,46,4,12,Weekend
5842,Zomato,Chennai,"Thomas, Bradley and Mcdonald",Italian,899.11,44,4,10,Weekday
5843,Swiggy,Hyderabad,"Peters, Lewis and Mathews",North Indian,704.03,88,3,11,Weekend
5844,Zomato,Bangalore,Anderson-Scott,Chinese,128.06,77,5,9,Weekday
5845,Zomato,Delhi,Miranda-Gutierrez,Chinese,389.72,79,4,22,Weekday
5846,Zomato,Pune,"Davis, Weber and Le",Mughlai,191.01,30,4,9,Weekday
5847,Swiggy,Pune,Madden and Sons,Chinese,152.16,32,4,17,Weekend
5848,Zomato,Hyderabad,Shepherd-Miller,Fast Food,977.76,36,5,17,Weekend
5849,Zomato,Delhi,"Ayala, Johnson and Cook",Italian,163.14,62,4,13,Weekday
5850,Zomato,Kolkata,Bell PLC,Biryani,952.49,42,4,16,Weekday
5851,Zomato,Hyderabad,"Bishop, Walker and White",Italian,712.96,78,2,23,Weekend
5852,Swiggy,Kolkata,Stafford-Lewis,South Indian,181.55,88,4,10,Weekend
5853,Swiggy,Mumbai,"Ward, Scott and Gallagher",Fast Food,399.15,43,1,12,Weekend
5854,Swiggy,Chennai,Rogers and Sons,North Indian,856.92,47,4,12,Weekend
5855,Zomato,Pune,Moreno-Sullivan,North Indian,975.28,16,4,12,Weekend
5856,Swiggy,Mumbai,Werner-Graham,Italian,187.77,83,4,23,Weekday
5857,Swiggy,Bangalore,"Patterson, Lee and Kelley",Chinese,565.62,20,4,21,Weekday
5858,Zomato,Delhi,"Davies, Macdonald and Galvan",Biryani,343.27,53,2,15,Weekend
5859,Zomato,Delhi,"Lee, Torres and Thompson",South Indian,424.17,56,2,15,Weekend
5860,Swiggy,Pune,Reyes Ltd,Mughlai,645.31,57,4,12,Weekend
5861,Zomato,Pune,Sullivan-Taylor,Mughlai,207.68,18,5,11,Weekday
5862,Zomato,Hyderabad,Rivera Inc,Fast Food,831.43,17,5,14,Weekend
5863,Swiggy,Pune,Velasquez-Mcintosh,North Indian,611.53,68,4,21,Weekend
5864,Zomato,Bangalore,"Williams, Ward and Harvey",Italian,393.98,72,5,20,Weekday
5865,Zomato,Bangalore,Miller-Woodward,Chinese,996.45,19,5,13,Weekday
5866,Zomato,Mumbai,Harris and Sons,Chinese,930.92,56,4,21,Weekend
5867,Swiggy,Pune,"Summers, Wheeler and Fernandez",Biryani,256.86,29,4,19,Weekend
5868,Zomato,Pune,Barrera-Nguyen,Mughlai,637.08,46,1,9,Weekday
5869,Swiggy,Bangalore,Snyder Ltd,Biryani,664.9,53,5,14,Weekday
5870,Zomato,Chennai,Cross-Wade,Italian,117.19,24,5,21,Weekend
5871,Zomato,Bangalore,"Garcia, Hall and Tapia",Chinese,567.23,15,5,9,Weekday
5872,Zomato,Mumbai,Ford PLC,North Indian,363.6,67,3,14,Weekend
5873,Zomato,Hyderabad,Davis-Andersen,Fast Food,812.74,52,4,17,Weekend
5874,Zomato,Delhi,Thomas LLC,Chinese,465.66,51,5,17,Weekday
5875,Zomato,Hyderabad,"Dunlap, Fleming and Brown",Italian,221.1,71,4,10,Weekday
5876,Swiggy,Chennai,"Thompson, Schultz and Sullivan",Italian,642.19,25,2,17,Weekday
5877,Swiggy,Chennai,"Watson, Hall and Roth",North Indian,813.36,64,3,19,Weekend
5878,Swiggy,Pune,Hale-Miller,Mughlai,205.75,87,3,9,Weekend
5879,Swiggy,Mumbai,Bolton Inc,Chinese,946.07,71,5,23,Weekday
5880,Zomato,Bangalore,"Taylor, Kim and Edwards",North Indian,668.76,50,4,21,Weekend
5881,Zomato,Delhi,"Howard, Hayden and Smith",Biryani,793.29,27,4,20,Weekday
5882,Swiggy,Chennai,Malone-Lyons,South Indian,209.48,73,4,9,Weekday
5883,Zomato,Bangalore,Miller Inc,Italian,189.68,80,3,13,Weekend
5884,Zomato,Pune,Lewis-Ball,Italian,354.57,79,4,21,Weekday
5885,Zomato,Chennai,Knox LLC,Chinese,175.6,84,3,17,Weekday
5886,Swiggy,Kolkata,"Parks, Chapman and Alexander",Biryani,815.65,71,4,13,Weekend
5887,Zomato,Chennai,"Morgan, Kim and Williams",Fast Food,835.32,35,4,16,Weekend
5888,Swiggy,Chennai,Garcia-Ramos,Biryani,339.54,53,5,23,Weekend
5889,Swiggy,Mumbai,Richard Group,Fast Food,694.49,64,3,21,Weekend
5890,Zomato,Delhi,"Pierce, Galvan and Erickson",Biryani,622.04,52,4,22,Weekend
5891,Swiggy,Chennai,"Craig, Schneider and Mcintyre",Italian,776.75,76,3,19,Weekend
5892,Zomato,Kolkata,"Potter, Jones and Smith",Chinese,868.33,75,5,16,Weekday
5893,Zomato,Delhi,Roberts-Byrd,Chinese,870.82,59,2,10,Weekend
5894,Swiggy,Hyderabad,Booker Ltd,South Indian,862.01,88,4,16,Weekend
5895,Zomato,Hyderabad,Harris PLC,Italian,724.78,66,4,20,Weekday
5896,Swiggy,Pune,Smith LLC,South Indian,904.72,35,3,13,Weekday
5897,Zomato,Pune,Pace and Sons,Mughlai,683.78,41,2,15,Weekend
5898,Swiggy,Pune,Williams-Carr,Biryani,419.53,72,3,10,Weekday
5899,Zomato,Kolkata,Brown-Daniels,Mughlai,492.46,42,4,20,Weekend
5900,Zomato,Mumbai,"Austin, Davis and Walker",Mughlai,372.71,50,4,16,Weekend
5901,Swiggy,Bangalore,"Rogers, Gilbert and Mcclain",North Indian,419.89,72,5,16,Weekday
5902,Swiggy,Bangalore,"Howard, Wolf and Sanchez",Mughlai,116.44,25,3,13,Weekend
5903,Zomato,Mumbai,Parks-Peterson,Mughlai,847.65,83,3,21,Weekend
5904,Swiggy,Bangalore,Ward Inc,Italian,994.03,42,4,23,Weekend
5905,Zomato,Bangalore,Brown Group,Chinese,759.31,75,3,22,Weekend
5906,Swiggy,Delhi,"Shepard, Smith and Smith",Biryani,404.44,49,5,9,Weekend
5907,Swiggy,Pune,"Patterson, Sloan and Holloway",Chinese,956.81,16,4,11,Weekend
5908,Zomato,Delhi,Jones Group,Fast Food,662.52,33,4,18,Weekend
5909,Zomato,Mumbai,"Gonzales, Baker and Osborne",Mughlai,599.79,49,5,22,Weekday
5910,Zomato,Kolkata,Ferrell PLC,Italian,120.57,67,5,21,Weekday
5911,Swiggy,Kolkata,Benson-Martinez,Italian,491.66,54,3,11,Weekend
5912,Swiggy,Chennai,Bates PLC,Chinese,141.56,76,4,15,Weekday
5913,Zomato,Bangalore,Parker-Hale,South Indian,530.38,74,4,13,Weekday
5914,Zomato,Hyderabad,Atkins-Smith,North Indian,478.07,51,4,10,Weekday
5915,Zomato,Delhi,Henry-Bennett,Mughlai,485.49,57,1,22,Weekend
5916,Swiggy,Bangalore,Cook Inc,Fast Food,258.34,19,2,18,Weekday
5917,Zomato,Hyderabad,Martin LLC,Fast Food,528.79,22,4,17,Weekday
5918,Swiggy,Mumbai,Jones and Sons,Italian,702.9,17,4,12,Weekday
5919,Zomato,Kolkata,Edwards-Anderson,Mughlai,621.57,33,3,21,Weekend
5920,Zomato,Delhi,White-Rodriguez,South Indian,848.08,70,4,20,Weekday
5921,Zomato,Pune,"Scott, Perkins and Burton",Chinese,187.9,15,2,15,Weekend
5922,Swiggy,Mumbai,"Valentine, Park and Hernandez",Mughlai,724.84,88,5,15,Weekend
5923,Swiggy,Delhi,Parker Inc,North Indian,991.83,84,3,16,Weekday
5924,Zomato,Hyderabad,Smith Inc,Chinese,631.11,27,5,19,Weekday
5925,Swiggy,Kolkata,"Williams, Jacobson and Fisher",South Indian,843.76,87,5,20,Weekday
5926,Zomato,Pune,"Williams, Sanchez and Walsh",Italian,985.48,70,4,13,Weekday
5927,Swiggy,Pune,"Peters, Gutierrez and King",Chinese,844.38,86,4,20,Weekend
5928,Zomato,Kolkata,Hernandez Inc,Mughlai,771.27,51,5,17,Weekend
5929,Zomato,Delhi,Cruz Group,Italian,747.56,45,3,17,Weekend
5930,Swiggy,Chennai,Norton PLC,South Indian,108.76,37,5,16,Weekday
5931,Swiggy,Hyderabad,Campbell Ltd,Fast Food,283.91,24,4,14,Weekday
5932,Zomato,Bangalore,Rosario-Mclean,South Indian,242.15,71,4,11,Weekend
5933,Zomato,Chennai,Cook-Walter,Biryani,732.66,46,4,11,Weekend
5934,Zomato,Kolkata,"Hawkins, Hendrix and Hayes",Mughlai,538.67,45,4,23,Weekend
5935,Swiggy,Kolkata,"Valencia, Miller and Watkins",South Indian,869.53,70,4,17,Weekend
5936,Zomato,Bangalore,"Wise, Collins and Foster",Italian,809.61,64,5,10,Weekday
5937,Zomato,Mumbai,Ashley and Sons,Italian,441.46,36,4,22,Weekend
5938,Zomato,Delhi,Lambert-Khan,Biryani,774.41,27,4,16,Weekday
5939,Swiggy,Chennai,Dyer and Sons,Fast Food,145.18,17,3,13,Weekday
5940,Swiggy,Hyderabad,Wood-Meyer,Biryani,192.06,23,2,21,Weekend
5941,Swiggy,Kolkata,Scott Group,Mughlai,323.64,22,5,11,Weekend
5942,Zomato,Hyderabad,Neal and Sons,Fast Food,930.85,52,4,12,Weekend
5943,Zomato,Mumbai,Solomon Inc,North Indian,624.2,62,3,10,Weekday
5944,Swiggy,Mumbai,Owen and Sons,Mughlai,390.97,53,3,16,Weekday
5945,Swiggy,Kolkata,Reeves PLC,South Indian,529.43,20,4,20,Weekday
5946,Zomato,Bangalore,White Group,Fast Food,271.5,72,3,9,Weekend
5947,Swiggy,Mumbai,"Bernard, Garcia and Pope",South Indian,949.35,71,3,12,Weekday
5948,Zomato,Kolkata,"Keller, Jones and Meadows",Mughlai,693.07,25,5,22,Weekday
5949,Swiggy,Chennai,"Floyd, Boyd and Browning",Chinese,609.11,67,3,22,Weekday
5950,Swiggy,Chennai,"Smith, Diaz and Davis",Mughlai,906.81,16,5,15,Weekday
5951,Swiggy,Pune,Mejia PLC,Italian,401.18,90,4,15,Weekday
5952,Swiggy,Chennai,Lewis-Watson,Chinese,869.66,49,3,17,Weekday
5953,Zomato,Kolkata,"Pierce, Cross and Gilmore",Italian,175.11,86,4,9,Weekday
